都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計
27,大阪府,27228,泉南市,73 ,3 ,2 ,77 ,99 ,84 ,183 ,56 ,33 ,5 ,0 ,93 ,8 ,362 
27,大阪府,27229,四條畷市,24 ,2 ,1 ,27 ,57 ,79 ,136 ,39 ,22 ,4 ,0 ,66 ,5 ,234 
27,大阪府,27230,交野市,61 ,3 ,1 ,64 ,75 ,103 ,178 ,58 ,24 ,6 ,0 ,87 ,6 ,336 
27,大阪府,27231,大阪狭山市,65 ,1 ,3 ,69 ,82 ,80 ,162 ,47 ,18 ,4 ,0 ,69 ,6 ,306 
27,大阪府,27232,阪南市,18 ,2 ,0 ,20 ,51 ,78 ,129 ,51 ,22 ,4 ,0 ,78 ,7 ,233 
27,大阪府,27301,島本町,33 ,1 ,1 ,34 ,27 ,42 ,69 ,18 ,5 ,2 ,0 ,25 ,3 ,131 
27,大阪府,27321,豊能町,1 ,0 ,0 ,2 ,12 ,29 ,41 ,20 ,8 ,2 ,0 ,30 ,1 ,74 
27,大阪府,27322,能勢町,8 ,1 ,4 ,12 ,14 ,16 ,29 ,14 ,17 ,1 ,0 ,32 ,1 ,74 
27,大阪府,27341,忠岡町,38 ,1 ,0 ,39 ,22 ,25 ,47 ,15 ,13 ,1 ,4 ,33 ,2 ,122 
27,大阪府,27361,熊取町,27 ,1 ,1 ,29 ,44 ,57 ,101 ,41 ,16 ,3 ,0 ,60 ,4 ,194 
27,大阪府,27362,田尻町,5 ,0 ,1 ,6 ,25 ,13 ,38 ,7 ,4 ,1 ,0 ,11 ,2 ,57 
27,大阪府,27366,岬町,11 ,1 ,1 ,12 ,17 ,26 ,43 ,16 ,12 ,1 ,8 ,37 ,3 ,94 
27,大阪府,27381,太子町,4 ,1 ,1 ,6 ,11 ,18 ,29 ,13 ,12 ,1 ,0 ,27 ,1 ,62 
27,大阪府,27382,河南町,10 ,1 ,2 ,14 ,17 ,21 ,38 ,17 ,17 ,1 ,0 ,35 ,2 ,89 
27,大阪府,27383,千早赤阪村,18 ,0 ,1 ,19 ,8 ,8 ,15 ,7 ,8 ,0 ,0 ,15 ,1 ,50 
28,兵庫県,28100,神戸市,"6,530 ",72 ,31 ,"6,633 ","3,310 ","2,153 ","5,462 ",986 ,527 ,119 ,250 ,"1,882 ",199 ,"14,176 "
28,兵庫県,28201,姫路市,"4,619 ",48 ,28 ,"4,695 ",997 ,665 ,"1,662 ",539 ,328 ,41 ,86 ,994 ,59 ,"7,411 "
28,兵庫県,28202,尼崎市,"3,069 ",31 ,12 ,"3,111 ",767 ,661 ,"1,428 ",247 ,168 ,36 ,6 ,457 ,54 ,"5,050 "
28,兵庫県,28203,明石市,"2,580 ",8 ,3 ,"2,591 ",403 ,379 ,782 ,219 ,85 ,23 ,20 ,347 ,42 ,"3,762 "
28,兵庫県,28204,西宮市,603 ,14 ,5 ,622 ,689 ,627 ,"1,315 ",285 ,102 ,37 ,6 ,430 ,86 ,"2,454 "
28,兵庫県,28205,洲本市,171 ,3 ,4 ,178 ,86 ,59 ,146 ,50 ,49 ,4 ,3 ,106 ,4 ,434 
28,兵庫県,28206,芦屋市,6 ,2 ,2 ,10 ,121 ,128 ,249 ,57 ,9 ,7 ,6 ,80 ,12 ,351 
28,兵庫県,28207,伊丹市,"1,303 ",9 ,4 ,"1,316 ",276 ,251 ,528 ,126 ,65 ,15 ,0 ,207 ,14 ,"2,064 "
28,兵庫県,28208,相生市,206 ,3 ,0 ,209 ,46 ,39 ,85 ,33 ,19 ,2 ,4 ,59 ,2 ,354 
28,兵庫県,28209,豊岡市,268 ,8 ,16 ,293 ,164 ,96 ,259 ,92 ,85 ,7 ,1 ,185 ,8 ,744 
28,兵庫県,28210,加古川市,"1,966 ",14 ,11 ,"1,991 ",364 ,324 ,688 ,253 ,112 ,21 ,13 ,398 ,47 ,"3,125 "
