都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計,
11 ,埼玉県,11383,神川町,38 ,1 ,7 ,45 ,10 ,14 ,24 ,16 ,16 ,1 ,0 ,33 ,3 ,105 ,
11 ,埼玉県,11385,上里町,70 ,1 ,7 ,78 ,26 ,31 ,58 ,34 ,20 ,2 ,0 ,56 ,5 ,197 ,
11 ,埼玉県,11408,寄居町,206 ,1 ,6 ,213 ,33 ,36 ,69 ,38 ,27 ,2 ,0 ,67 ,6 ,355 ,
11 ,埼玉県,11442,宮代町,4 ,1 ,1 ,6 ,26 ,37 ,63 ,26 ,12 ,2 ,0 ,40 ,2 ,111 ,
11 ,埼玉県,11464,杉戸町,17 ,2 ,3 ,22 ,47 ,47 ,94 ,40 ,27 ,3 ,0 ,70 ,9 ,195 ,
11 ,埼玉県,11465,松伏町,15 ,1 ,2 ,18 ,22 ,29 ,51 ,27 ,20 ,2 ,0 ,49 ,6 ,123 ,
12 ,千葉県,12100,千葉市,"3,950 ",59 ,19 ,"4,028 ","1,617 ","1,122 ","2,739 ",680 ,397 ,60 ,44 ,"1,180 ",135 ,"8,082 ",
12 ,千葉県,12202,銚子市,562 ,3 ,25 ,590 ,93 ,66 ,159 ,66 ,61 ,4 ,0 ,132 ,10 ,891 ,
12 ,千葉県,12203,市川市,"1,162 ",15 ,5 ,"1,182 ",464 ,598 ,"1,062 ",215 ,139 ,30 ,44 ,428 ,61 ,"2,733 ",
12 ,千葉県,12204,船橋市,"2,099 ",22 ,14 ,"2,135 ",750 ,741 ,"1,491 ",337 ,179 ,40 ,44 ,599 ,80 ,"4,305 ",
12 ,千葉県,12205,館山市,27 ,2 ,11 ,40 ,87 ,56 ,143 ,46 ,42 ,3 ,3 ,94 ,7 ,284 ,
12 ,千葉県,12206,木更津市,596 ,10 ,10 ,616 ,192 ,151 ,343 ,138 ,96 ,8 ,19 ,261 ,0 ,"1,220 ",
12 ,千葉県,12207,松戸市,"1,044 ",17 ,8 ,"1,069 ",495 ,583 ,"1,078 ",264 ,139 ,31 ,0 ,434 ,55 ,"2,636 ",
12 ,千葉県,12208,野田市,"1,384 ",6 ,11 ,"1,401 ",187 ,167 ,354 ,145 ,104 ,10 ,0 ,259 ,6 ,"2,019 ",
12 ,千葉県,12210,茂原市,578 ,5 ,10 ,593 ,118 ,99 ,217 ,95 ,63 ,6 ,0 ,163 ,17 ,991 ,
12 ,千葉県,12211,成田市,845 ,7 ,32 ,883 ,350 ,153 ,503 ,136 ,111 ,8 ,0 ,255 ,36 ,"1,677 ",
12 ,千葉県,12212,佐倉市,"1,038 ",5 ,11 ,"1,054 ",182 ,189 ,371 ,136 ,70 ,11 ,0 ,217 ,23 ,"1,665 ",
12 ,千葉県,12213,東金市,280 ,3 ,21 ,304 ,88 ,65 ,153 ,68 ,57 ,4 ,0 ,129 ,10 ,596 ,
12 ,千葉県,12215,旭市,358 ,5 ,73 ,435 ,84 ,64 ,148 ,75 ,82 ,4 ,0 ,161 ,9 ,754 ,
12 ,千葉県,12216,習志野市,641 ,4 ,0 ,646 ,205 ,195 ,400 ,89 ,34 ,11 ,44 ,177 ,30 ,"1,252 ",
12 ,千葉県,12217,柏市,790 ,16 ,13 ,819 ,562 ,469 ,"1,031 ",275 ,156 ,26 ,0 ,457 ,46 ,"2,353 ",
12 ,千葉県,12218,勝浦市,57 ,1 ,3 ,61 ,26 ,21 ,47 ,16 ,16 ,1 ,0 ,33 ,2 ,143 ,
12 ,千葉県,12219,市原市,"12,590 ",25 ,26 ,"12,641 ",339 ,309 ,647 ,267 ,217 ,17 ,44 ,545 ,43 ,"13,876 ",
12 ,千葉県,12220,流山市,160 ,5 ,3 ,168 ,148 ,207 ,355 ,110 ,43 ,12 ,0 ,166 ,17 ,707 ,
12 ,千葉県,12221,八千代市,841 ,6 ,9 ,856 ,220 ,218 ,438 ,128 ,64 ,12 ,0 ,204 ,24 ,"1,522 ",
12 ,千葉県,12222,我孫子市,151 ,3 ,2 ,156 ,121 ,144 ,265 ,88 ,30 ,8 ,0 ,126 ,16 ,563 ,
12 ,千葉県,12223,鴨川市,44 ,2 ,8 ,54 ,66 ,39 ,105 ,32 ,33 ,2 ,0 ,67 ,5 ,231 ,
12 ,千葉県,12224,鎌ヶ谷市,101 ,5 ,0 ,106 ,99 ,121 ,220 ,72 ,34 ,7 ,0 ,113 ,11 ,450 ,
12 ,千葉県,12225,君津市,"2,266 ",10 ,30 ,"2,305 ",120 ,94 ,214 ,92 ,78 ,5 ,19 ,194 ,0 ,"2,713 ",
12 ,千葉県,12226,富津市,347 ,4 ,11 ,361 ,58 ,49 ,107 ,47 ,51 ,3 ,103 ,204 ,0 ,672 ,
12 ,千葉県,12227,浦安市,340 ,6 ,1 ,346 ,373 ,197 ,570 ,72 ,37 ,11 ,0 ,120 ,28 ,"1,064 ",
12 ,千葉県,12228,四街道市,139 ,4 ,4 ,147 ,91 ,101 ,192 ,79 ,50 ,6 ,0 ,135 ,9 ,483 ,
12 ,千葉県,12229,袖ヶ浦市,"3,062 ",5 ,10 ,"3,077 ",75 ,67 ,142 ,63 ,64 ,4 ,44 ,174 ,0 ,"3,393 ",
12 ,千葉県,12230,八街市,180 ,4 ,10 ,195 ,66 ,77 ,143 ,80 ,75 ,4 ,0 ,159 ,8 ,505 ,
12 ,千葉県,12231,印西市,86 ,3 ,29 ,118 ,122 ,101 ,223 ,82 ,56 ,6 ,0 ,144 ,14 ,500 ,
12 ,千葉県,12232,白井市,443 ,3 ,3 ,448 ,57 ,63 ,120 ,51 ,36 ,4 ,0 ,91 ,9 ,668 ,
12 ,千葉県,12233,富里市,140 ,3 ,14 ,157 ,59 ,58 ,117 ,57 ,46 ,3 ,0 ,106 ,0 ,380 ,
12 ,千葉県,12234,南房総市,40 ,3 ,31 ,74 ,45 ,42 ,87 ,36 ,45 ,2 ,0 ,84 ,3 ,247 ,
12 ,千葉県,12235,匝瑳市,173 ,3 ,26 ,202 ,45 ,35 ,80 ,42 ,55 ,2 ,0 ,99 ,3 ,385 ,
12 ,千葉県,12236,香取市,226 ,6 ,45 ,276 ,94 ,75 ,169 ,89 ,97 ,5 ,0 ,191 ,9 ,645 ,
12 ,千葉県,12237,山武市,394 ,3 ,18 ,415 ,52 ,54 ,106 ,61 ,67 ,3 ,0 ,132 ,6 ,659 ,
12 ,千葉県,12238,いすみ市,99 ,2 ,19 ,120 ,45 ,41 ,86 ,39 ,42 ,2 ,0 ,83 ,3 ,293 ,
12 ,千葉県,12239,大網白里市,34 ,2 ,6 ,43 ,35 ,52 ,87 ,49 ,32 ,3 ,0 ,84 ,8 ,221 ,
12 ,千葉県,12322,酒々井町,68 ,1 ,2 ,71 ,23 ,24 ,46 ,20 ,11 ,1 ,0 ,33 ,3 ,153 ,
12 ,千葉県,12329,栄町,96 ,1 ,1 ,97 ,21 ,22 ,43 ,21 ,13 ,1 ,0 ,35 ,2 ,177 ,
12 ,千葉県,12342,神崎町,90 ,0 ,3 ,93 ,6 ,6 ,12 ,7 ,6 ,0 ,0 ,13 ,1 ,118 ,
12 ,千葉県,12347,多古町,176 ,1 ,19 ,196 ,21 ,14 ,36 ,18 ,28 ,1 ,0 ,46 ,1 ,279 ,
12 ,千葉県,12349,東庄町,78 ,1 ,17 ,96 ,11 ,13 ,23 ,16 ,18 ,1 ,0 ,34 ,2 ,155 ,
12 ,千葉県,12403,九十九里町,97 ,1 ,7 ,105 ,14 ,17 ,31 ,18 ,17 ,1 ,0 ,36 ,3 ,175 ,
12 ,千葉県,12409,芝山町,173 ,1 ,9 ,183 ,31 ,7 ,38 ,10 ,19 ,0 ,0 ,30 ,1 ,252 ,
12 ,千葉県,12410,横芝光町,144 ,2 ,14 ,160 ,23 ,24 ,47 ,26 ,29 ,1 ,0 ,56 ,2 ,265 ,
12 ,千葉県,12421,一宮町,37 ,1 ,2 ,39 ,13 ,13 ,26 ,12 ,11 ,1 ,0 ,24 ,2 ,91 ,
12 ,千葉県,12422,睦沢町,15 ,0 ,2 ,17 ,7 ,7 ,13 ,8 ,8 ,0 ,0 ,16 ,1 ,47 ,
12 ,千葉県,12423,長生村,146 ,1 ,5 ,152 ,13 ,15 ,27 ,17 ,15 ,1 ,0 ,33 ,2 ,214 ,
12 ,千葉県,12424,白子町,34 ,1 ,9 ,44 ,9 ,12 ,21 ,13 ,14 ,1 ,0 ,28 ,2 ,95 ,
12 ,千葉県,12426,長柄町,142 ,0 ,3 ,145 ,9 ,7 ,17 ,9 ,13 ,0 ,0 ,22 ,1 ,185 ,
12 ,千葉県,12427,長南町,111 ,0 ,2 ,113 ,9 ,8 ,16 ,10 ,12 ,0 ,0 ,22 ,1 ,153 ,
12 ,千葉県,12441,大多喜町,73 ,1 ,4 ,78 ,16 ,9 ,25 ,10 ,13 ,1 ,0 ,24 ,0 ,127 ,
12 ,千葉県,12443,御宿町,3 ,0 ,2 ,5 ,8 ,9 ,17 ,7 ,5 ,0 ,0 ,12 ,3 ,37 ,
12 ,千葉県,12463,鋸南町,5 ,0 ,0 ,6 ,9 ,9 ,18 ,7 ,7 ,0 ,0 ,15 ,2 ,40 ,
13 ,東京都,13101,千代田区,23 ,47 ,5 ,76 ,"3,345 ",86 ,"3,431 ",47 ,34 ,4 ,0 ,84 ,21 ,"3,612 ",
13 ,東京都,13102,中央区,18 ,62 ,25 ,104 ,"2,424 ",221 ,"2,645 ",64 ,48 ,10 ,52 ,175 ,37 ,"2,961 ",
13 ,東京都,13103,港区,15 ,97 ,16 ,128 ,"3,196 ",344 ,"3,540 ",117 ,62 ,16 ,52 ,248 ,52 ,"3,968 ",
13 ,東京都,13104,新宿区,56 ,60 ,25 ,141 ,"2,233 ",516 ,"2,749 ",83 ,64 ,22 ,0 ,168 ,69 ,"3,127 ",
13 ,東京都,13105,文京区,52 ,15 ,7 ,73 ,709 ,288 ,997 ,50 ,31 ,14 ,0 ,95 ,38 ,"1,204 ",
13 ,東京都,13106,台東区,33 ,22 ,0 ,55 ,750 ,283 ,"1,033 ",50 ,53 ,13 ,0 ,115 ,39 ,"1,242 ",
13 ,東京都,13107,墨田区,164 ,18 ,1 ,182 ,508 ,358 ,866 ,72 ,74 ,17 ,0 ,163 ,46 ,"1,257 ",
13 ,東京都,13108,江東区,148 ,43 ,17 ,207 ,"1,123 ",630 ,"1,753 ",144 ,193 ,32 ,52 ,422 ,67 ,"2,450 ",
13 ,東京都,13109,品川区,59 ,37 ,4 ,100 ,"1,257 ",524 ,"1,781 ",105 ,88 ,25 ,52 ,271 ,61 ,"2,213 ",
13 ,東京都,13110,目黒区,27 ,8 ,5 ,39 ,457 ,368 ,826 ,88 ,37 ,17 ,0 ,142 ,45 ,"1,052 ",
13 ,東京都,13111,大田区,246 ,35 ,10 ,291 ,"1,096 ",924 ,"2,020 ",231 ,225 ,46 ,52 ,553 ,111 ,"2,975 ",
13 ,東京都,13112,世田谷区,21 ,28 ,28 ,77 ,941 ,"1,134 ","2,075 ",319 ,143 ,57 ,0 ,519 ,143 ,"2,812 ",
13 ,東京都,13113,渋谷区,8 ,32 ,3 ,43 ,"1,659 ",325 ,"1,984 ",83 ,40 ,14 ,0 ,137 ,49 ,"2,214 ",
13 ,東京都,13114,中野区,6 ,13 ,1 ,20 ,409 ,484 ,893 ,77 ,49 ,21 ,0 ,147 ,49 ,"1,107 ",
13 ,東京都,13115,杉並区,11 ,19 ,6 ,36 ,561 ,758 ,"1,319 ",162 ,82 ,36 ,0 ,279 ,80 ,"1,714 ",
13 ,東京都,13116,豊島区,22 ,25 ,1 ,48 ,894 ,420 ,"1,315 ",67 ,49 ,18 ,0 ,134 ,50 ,"1,547 ",
13 ,東京都,13117,北区,103 ,16 ,2 ,120 ,420 ,463 ,882 ,88 ,60 ,22 ,0 ,170 ,54 ,"1,226 ",
13 ,東京都,13118,荒川区,45 ,10 ,0 ,56 ,238 ,273 ,511 ,52 ,52 ,13 ,0 ,118 ,36 ,720 ,
13 ,東京都,13119,板橋区,188 ,21 ,3 ,212 ,616 ,732 ,"1,348 ",173 ,142 ,35 ,0 ,350 ,86 ,"1,995 ",
13 ,東京都,13120,練馬区,36 ,31 ,13 ,80 ,607 ,879 ,"1,486 ",264 ,164 ,46 ,0 ,473 ,105 ,"2,144 ",
13 ,東京都,13121,足立区,141 ,36 ,18 ,195 ,678 ,821 ,"1,499 ",292 ,286 ,43 ,0 ,621 ,108 ,"2,424 ",
13 ,東京都,13122,葛飾区,95 ,21 ,4 ,120 ,400 ,551 ,951 ,171 ,129 ,29 ,0 ,329 ,70 ,"1,470 ",
13 ,東京都,13123,江戸川区,110 ,30 ,33 ,173 ,568 ,805 ,"1,373 ",261 ,258 ,43 ,0 ,563 ,106 ,"2,215 ",
13 ,東京都,13201,八王子市,219 ,23 ,25 ,268 ,684 ,629 ,"1,314 ",347 ,211 ,35 ,0 ,593 ,49 ,"2,224 ",
13 ,東京都,13202,立川市,60 ,11 ,6 ,77 ,378 ,215 ,592 ,100 ,67 ,11 ,0 ,178 ,8 ,856 ,
13 ,東京都,13203,武蔵野市,3 ,4 ,2 ,8 ,289 ,180 ,469 ,46 ,19 ,9 ,0 ,75 ,12 ,564 ,
13 ,東京都,13204,三鷹市,16 ,6 ,6 ,28 ,187 ,221 ,408 ,72 ,38 ,12 ,0 ,121 ,13 ,569 ,
13 ,東京都,13205,青梅市,96 ,6 ,5 ,107 ,145 ,148 ,293 ,106 ,58 ,8 ,0 ,173 ,18 ,591 ,
13 ,東京都,13206,府中市,405 ,12 ,19 ,436 ,331 ,294 ,625 ,113 ,71 ,16 ,0 ,200 ,12 ,"1,274 ",
13 ,東京都,13207,昭島市,252 ,4 ,5 ,261 ,125 ,126 ,252 ,65 ,37 ,7 ,0 ,109 ,8 ,630 ,
13 ,東京都,13208,調布市,26 ,7 ,5 ,38 ,253 ,280 ,533 ,89 ,50 ,15 ,0 ,154 ,14 ,738 ,
13 ,東京都,13209,町田市,59 ,14 ,16 ,89 ,450 ,460 ,910 ,248 ,113 ,27 ,0 ,388 ,39 ,"1,427 ",
13 ,東京都,13210,小金井市,2 ,2 ,2 ,6 ,102 ,142 ,244 ,45 ,18 ,8 ,0 ,70 ,2 ,323 ,
13 ,東京都,13211,小平市,60 ,7 ,10 ,77 ,175 ,216 ,391 ,89 ,44 ,12 ,0 ,145 ,13 ,626 ,
13 ,東京都,13212,日野市,180 ,4 ,2 ,186 ,157 ,209 ,366 ,95 ,40 ,12 ,0 ,147 ,26 ,725 ,
13 ,東京都,13213,東村山市,44 ,4 ,3 ,51 ,124 ,171 ,295 ,76 ,40 ,9 ,0 ,126 ,8 ,479 ,
13 ,東京都,13214,国分寺市,10 ,3 ,5 ,18 ,120 ,142 ,263 ,50 ,19 ,8 ,0 ,77 ,31 ,389 ,
13 ,東京都,13215,国立市,2 ,2 ,0 ,5 ,94 ,89 ,183 ,32 ,24 ,5 ,0 ,61 ,5 ,254 ,
13 ,東京都,13218,福生市,11 ,2 ,1 ,15 ,59 ,71 ,129 ,41 ,22 ,4 ,0 ,67 ,8 ,219 ,
13 ,東京都,13219,狛江市,5 ,3 ,2 ,9 ,51 ,99 ,151 ,30 ,17 ,5 ,0 ,52 ,7 ,218 ,
13 ,東京都,13220,東大和市,45 ,3 ,1 ,49 ,75 ,91 ,166 ,52 ,28 ,5 ,0 ,85 ,6 ,306 ,
13 ,東京都,13221,清瀬市,11 ,2 ,2 ,15 ,62 ,83 ,145 ,37 ,17 ,5 ,0 ,58 ,7 ,226 ,
13 ,東京都,13222,東久留米市,78 ,4 ,8 ,89 ,89 ,128 ,217 ,58 ,35 ,7 ,0 ,100 ,11 ,417 ,
13 ,東京都,13223,武蔵村山市,53 ,4 ,2 ,59 ,68 ,74 ,143 ,57 ,48 ,4 ,0 ,109 ,5 ,317 ,
13 ,東京都,13224,多摩市,14 ,4 ,4 ,22 ,218 ,169 ,387 ,73 ,30 ,9 ,0 ,113 ,11 ,532 ,
13 ,東京都,13225,稲城市,15 ,3 ,9 ,27 ,67 ,95 ,161 ,45 ,25 ,6 ,0 ,76 ,8 ,272 ,
13 ,東京都,13227,羽村市,335 ,2 ,3 ,340 ,61 ,60 ,121 ,41 ,22 ,3 ,0 ,67 ,8 ,535 ,
13 ,東京都,13228,あきる野市,20 ,4 ,5 ,30 ,69 ,83 ,153 ,68 ,43 ,5 ,0 ,116 ,9 ,308 ,
13 ,東京都,13229,西東京市,17 ,7 ,2 ,27 ,163 ,231 ,394 ,82 ,39 ,13 ,0 ,133 ,19 ,573 ,
13 ,東京都,13303,瑞穂町,289 ,2 ,2 ,293 ,47 ,35 ,82 ,32 ,42 ,2 ,0 ,77 ,6 ,457 ,
13 ,東京都,13305,日の出町,26 ,1 ,7 ,34 ,26 ,17 ,43 ,15 ,13 ,1 ,0 ,29 ,2 ,108 ,
13 ,東京都,13307,檜原村,1 ,0 ,3 ,4 ,3 ,3 ,5 ,2 ,3 ,0 ,0 ,6 ,1 ,16 ,
13 ,東京都,13308,奥多摩町,0 ,1 ,3 ,4 ,7 ,6 ,13 ,5 ,6 ,0 ,0 ,11 ,1 ,28 ,
13 ,東京都,13361,大島町,0 ,1 ,1 ,2 ,11 ,11 ,21 ,8 ,17 ,0 ,25 ,51 ,1 ,75 ,
13 ,東京都,13362,利島村,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,15 ,16 ,0 ,17 ,
13 ,東京都,13363,新島村,0 ,0 ,0 ,1 ,4 ,3 ,7 ,2 ,7 ,0 ,17 ,26 ,0 ,34 ,
13 ,東京都,13364,神津島村,0 ,0 ,0 ,0 ,3 ,2 ,5 ,1 ,4 ,0 ,5 ,11 ,0 ,16 ,
13 ,東京都,13381,三宅村,0 ,1 ,0 ,1 ,4 ,4 ,7 ,3 ,7 ,0 ,9 ,19 ,0 ,27 ,
13 ,東京都,13382,御蔵島村,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,12 ,13 ,0 ,14 ,
13 ,東京都,13401,八丈町,1 ,1 ,0 ,2 ,10 ,10 ,20 ,7 ,15 ,0 ,12 ,35 ,1 ,57 ,
13 ,東京都,13402,青ヶ島村,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,2 ,0 ,2 ,
13 ,東京都,13421,小笠原村,0 ,0 ,6 ,7 ,6 ,3 ,9 ,2 ,5 ,0 ,9 ,16 ,0 ,32 ,
14 ,神奈川県,14100,横浜市,"5,363 ",159 ,68 ,"5,591 ","5,423 ","4,578 ","10,000 ","1,858 ","1,063 ",233 ,230 ,"3,385 ",332 ,"19,308 ",
14 ,神奈川県,14130,川崎市,"5,576 ",54 ,48 ,"5,678 ","1,910 ","1,911 ","3,821 ",579 ,370 ,94 ,122 ,"1,165 ",164 ,"10,828 ",
14 ,神奈川県,14150,相模原市,"1,814 ",29 ,61 ,"1,904 ",843 ,859 ,"1,702 ",460 ,292 ,45 ,0 ,797 ,97 ,"4,500 ",
14 ,神奈川県,14201,横須賀市,874 ,15 ,19 ,909 ,512 ,486 ,998 ,246 ,126 ,25 ,141 ,538 ,19 ,"2,464 ",
14 ,神奈川県,14203,平塚市,"1,704 ",11 ,17 ,"1,732 ",339 ,298 ,637 ,193 ,126 ,16 ,0 ,335 ,39 ,"2,743 ",
14 ,神奈川県,14204,鎌倉市,366 ,3 ,4 ,374 ,257 ,210 ,467 ,92 ,34 ,11 ,0 ,138 ,12 ,990 ,
14 ,神奈川県,14205,藤沢市,"2,017 ",13 ,14 ,"2,044 ",553 ,509 ,"1,062 ",251 ,134 ,27 ,0 ,412 ,43 ,"3,561 ",
14 ,神奈川県,14206,小田原市,840 ,8 ,7 ,855 ,293 ,223 ,517 ,147 ,96 ,12 ,0 ,255 ,16 ,"1,643 ",
14 ,神奈川県,14207,茅ヶ崎市,405 ,6 ,5 ,417 ,209 ,274 ,484 ,142 ,63 ,15 ,0 ,220 ,23 ,"1,143 ",
14 ,神奈川県,14208,逗子市,1 ,1 ,1 ,4 ,58 ,70 ,128 ,32 ,10 ,4 ,0 ,46 ,6 ,183 ,
14 ,神奈川県,14210,三浦市,29 ,1 ,10 ,41 ,53 ,51 ,104 ,32 ,33 ,3 ,0 ,68 ,0 ,213 ,
14 ,神奈川県,14211,秦野市,790 ,5 ,14 ,809 ,168 ,187 ,355 ,126 ,58 ,10 ,0 ,193 ,16 ,"1,373 ",
14 ,神奈川県,14212,厚木市,851 ,11 ,16 ,879 ,498 ,267 ,765 ,183 ,141 ,14 ,0 ,337 ,14 ,"1,995 ",
14 ,神奈川県,14213,大和市,411 ,10 ,2 ,422 ,267 ,290 ,557 ,131 ,78 ,15 ,0 ,223 ,24 ,"1,227 ",
14 ,神奈川県,14214,伊勢原市,380 ,4 ,17 ,401 ,142 ,116 ,258 ,80 ,50 ,6 ,0 ,136 ,10 ,806 ,
14 ,神奈川県,14215,海老名市,445 ,4 ,4 ,454 ,193 ,152 ,346 ,87 ,53 ,8 ,0 ,149 ,12 ,960 ,
14 ,神奈川県,14216,座間市,395 ,4 ,1 ,400 ,123 ,158 ,280 ,80 ,45 ,8 ,0 ,133 ,13 ,827 ,
14 ,神奈川県,14217,南足柄市,316 ,2 ,3 ,321 ,37 ,46 ,83 ,37 ,24 ,3 ,0 ,64 ,2 ,470 ,
14 ,神奈川県,14218,綾瀬市,448 ,4 ,4 ,455 ,91 ,97 ,188 ,63 ,50 ,5 ,0 ,119 ,10 ,773 ,
14 ,神奈川県,14301,葉山町,1 ,1 ,3 ,5 ,28 ,37 ,65 ,23 ,10 ,2 ,0 ,35 ,0 ,105 ,
14 ,神奈川県,14321,寒川町,584 ,2 ,1 ,587 ,51 ,54 ,106 ,38 ,29 ,3 ,0 ,70 ,0 ,763 ,
14 ,神奈川県,14341,大磯町,12 ,1 ,1 ,14 ,33 ,36 ,70 ,24 ,11 ,2 ,1 ,39 ,0 ,123 ,
14 ,神奈川県,14342,二宮町,7 ,1 ,1 ,9 ,22 ,32 ,54 ,21 ,8 ,2 ,0 ,30 ,0 ,93 ,
14 ,神奈川県,14361,中井町,107 ,1 ,5 ,113 ,19 ,10 ,29 ,10 ,14 ,1 ,0 ,25 ,1 ,167 ,
14 ,神奈川県,14362,大井町,20 ,1 ,3 ,23 ,24 ,18 ,42 ,17 ,12 ,1 ,0 ,30 ,1 ,97 ,
14 ,神奈川県,14363,松田町,14 ,1 ,2 ,17 ,15 ,12 ,27 ,10 ,8 ,1 ,0 ,18 ,1 ,63 ,
14 ,神奈川県,14364,山北町,66 ,1 ,7 ,73 ,11 ,11 ,22 ,11 ,10 ,1 ,0 ,22 ,1 ,118 ,
14 ,神奈川県,14366,開成町,49 ,0 ,1 ,50 ,24 ,18 ,43 ,14 ,7 ,1 ,0 ,23 ,1 ,117 ,
14 ,神奈川県,14382,箱根町,2 ,1 ,4 ,7 ,57 ,17 ,74 ,12 ,9 ,1 ,0 ,22 ,5 ,108 ,
14 ,神奈川県,14383,真鶴町,1 ,0 ,3 ,5 ,6 ,9 ,15 ,5 ,4 ,0 ,0 ,10 ,1 ,30 ,
14 ,神奈川県,14384,湯河原町,5 ,1 ,2 ,8 ,34 ,33 ,67 ,19 ,13 ,2 ,0 ,33 ,3 ,111 ,
14 ,神奈川県,14401,愛川町,334 ,2 ,9 ,345 ,64 ,47 ,111 ,44 ,43 ,2 ,0 ,89 ,0 ,545 ,
14 ,神奈川県,14402,清川村,8 ,0 ,7 ,15 ,4 ,3 ,7 ,3 ,5 ,0 ,0 ,9 ,0 ,31 ,
15 ,新潟県,15100,新潟市,"1,308 ",120 ,69 ,"1,496 ","1,349 ","1,380 ","2,729 ",781 ,479 ,49 ,77 ,"1,387 ",82 ,"5,694 ",
15 ,新潟県,15202,長岡市,734 ,45 ,53 ,833 ,423 ,438 ,861 ,274 ,204 ,17 ,0 ,495 ,19 ,"2,208 ",
15 ,新潟県,15204,三条市,322 ,12 ,10 ,344 ,154 ,148 ,302 ,103 ,83 ,6 ,0 ,192 ,10 ,848 ,
15 ,新潟県,15205,柏崎市,214 ,15 ,17 ,247 ,117 ,141 ,258 ,87 ,58 ,5 ,1 ,152 ,19 ,675 ,
15 ,新潟県,15206,新発田市,176 ,13 ,32 ,222 ,131 ,149 ,280 ,103 ,76 ,6 ,0 ,185 ,15 ,702 ,
15 ,新潟県,15208,小千谷市,132 ,6 ,7 ,145 ,45 ,52 ,96 ,34 ,29 ,2 ,0 ,65 ,6 ,312 ,
15 ,新潟県,15209,加茂市,74 ,3 ,3 ,80 ,26 ,41 ,68 ,26 ,17 ,2 ,0 ,44 ,2 ,193 ,
15 ,新潟県,15210,十日町市,52 ,13 ,34 ,99 ,71 ,80 ,151 ,48 ,56 ,3 ,0 ,107 ,5 ,362 ,
15 ,新潟県,15211,見附市,166 ,4 ,5 ,175 ,42 ,61 ,103 ,41 ,25 ,2 ,0 ,69 ,4 ,350 ,
15 ,新潟県,15212,村上市,118 ,11 ,36 ,165 ,75 ,92 ,167 ,62 ,59 ,4 ,2 ,126 ,11 ,470 ,
15 ,新潟県,15213,燕市,486 ,7 ,10 ,502 ,106 ,121 ,227 ,86 ,58 ,5 ,0 ,149 ,7 ,884 ,
15 ,新潟県,15216,糸魚川市,157 ,12 ,4 ,172 ,55 ,70 ,125 ,41 ,42 ,3 ,13 ,99 ,3 ,399 ,
15 ,新潟県,15217,妙高市,116 ,6 ,15 ,137 ,45 ,51 ,96 ,33 ,31 ,2 ,0 ,65 ,1 ,299 ,
15 ,新潟県,15218,五泉市,132 ,7 ,12 ,151 ,51 ,77 ,128 ,51 ,38 ,3 ,0 ,92 ,9 ,380 ,
15 ,新潟県,15222,上越市,687 ,36 ,78 ,801 ,291 ,307 ,598 ,200 ,174 ,12 ,22 ,407 ,20 ,"1,827 ",
15 ,新潟県,15223,阿賀野市,156 ,9 ,23 ,188 ,42 ,59 ,101 ,47 ,42 ,3 ,0 ,91 ,4 ,383 ,
15 ,新潟県,15224,佐渡市,16 ,12 ,21 ,48 ,86 ,96 ,182 ,53 ,88 ,3 ,82 ,226 ,5 ,462 ,
15 ,新潟県,15225,魚沼市,64 ,8 ,11 ,84 ,46 ,54 ,100 ,36 ,39 ,2 ,0 ,77 ,4 ,265 ,
15 ,新潟県,15226,南魚沼市,111 ,13 ,65 ,189 ,84 ,81 ,165 ,57 ,62 ,3 ,0 ,122 ,5 ,481 ,
15 ,新潟県,15227,胎内市,131 ,5 ,13 ,148 ,33 ,44 ,77 ,31 ,27 ,2 ,0 ,60 ,5 ,290 ,
15 ,新潟県,15307,聖籠町,203 ,5 ,2 ,210 ,23 ,20 ,43 ,16 ,20 ,1 ,77 ,114 ,2 ,369 ,
15 ,新潟県,15342,弥彦村,30 ,1 ,4 ,34 ,8 ,11 ,19 ,9 ,6 ,0 ,0 ,15 ,0 ,70 ,
15 ,新潟県,15361,田上町,22 ,1 ,1 ,23 ,10 ,17 ,27 ,12 ,7 ,1 ,0 ,20 ,1 ,71 ,
15 ,新潟県,15385,阿賀町,6 ,3 ,6 ,14 ,13 ,18 ,31 ,11 ,11 ,1 ,0 ,23 ,2 ,70 ,
15 ,新潟県,15405,出雲崎町,7 ,1 ,1 ,9 ,5 ,7 ,12 ,4 ,4 ,0 ,0 ,8 ,0 ,29 ,
15 ,新潟県,15461,湯沢町,3 ,2 ,2 ,7 ,24 ,16 ,41 ,8 ,9 ,1 ,0 ,18 ,0 ,65 ,
15 ,新潟県,15482,津南町,14 ,2 ,7 ,23 ,13 ,14 ,27 ,8 ,15 ,1 ,0 ,23 ,0 ,73 ,
