都道府県コード,都道府県,市区町村コード,市区町村,製造業,建設業・鉱業,農林水産業,産業部門　小計,業務,家庭,民生部門　小計,旅客自動車,貨物自動車,鉄道,船舶,運輸部門　小計,一般廃棄物,排出量合計,
21 ,岐阜県,21403,大野町,36 ,1 ,2 ,39 ,21 ,25 ,46 ,25 ,17 ,1 ,0 ,44 ,2 ,132 ,
21 ,岐阜県,21404,池田町,64 ,2 ,1 ,67 ,19 ,26 ,45 ,26 ,18 ,1 ,0 ,45 ,3 ,160 ,
21 ,岐阜県,21421,北方町,4 ,1 ,0 ,5 ,21 ,23 ,45 ,19 ,8 ,1 ,0 ,28 ,2 ,81 ,
21 ,岐阜県,21501,坂祝町,47 ,0 ,0 ,48 ,7 ,11 ,17 ,9 ,7 ,1 ,0 ,17 ,1 ,83 ,
21 ,岐阜県,21502,富加町,37 ,0 ,0 ,38 ,4 ,6 ,10 ,6 ,6 ,0 ,0 ,12 ,1 ,61 ,
21 ,岐阜県,21503,川辺町,32 ,1 ,4 ,37 ,8 ,12 ,20 ,11 ,9 ,1 ,0 ,21 ,1 ,79 ,
21 ,岐阜県,21504,七宗町,5 ,0 ,1 ,6 ,3 ,4 ,7 ,4 ,5 ,0 ,0 ,9 ,0 ,22 ,
21 ,岐阜県,21505,八百津町,46 ,1 ,1 ,48 ,9 ,13 ,22 ,12 ,13 ,1 ,0 ,25 ,1 ,96 ,
21 ,岐阜県,21506,白川町,5 ,2 ,1 ,7 ,9 ,10 ,18 ,8 ,14 ,0 ,0 ,22 ,1 ,49 ,
21 ,岐阜県,21507,東白川村,2 ,0 ,1 ,4 ,2 ,3 ,5 ,2 ,4 ,0 ,0 ,7 ,0 ,15 ,
21 ,岐阜県,21521,御嵩町,110 ,1 ,0 ,111 ,17 ,23 ,40 ,20 ,14 ,1 ,0 ,35 ,2 ,188 ,
21 ,岐阜県,21604,白川村,1 ,0 ,0 ,1 ,4 ,2 ,6 ,2 ,3 ,0 ,0 ,5 ,0 ,12 ,
22 ,静岡県,22100,静岡市,"1,079 ",45 ,30 ,"1,154 ","1,047 ",848 ,"1,895 ",598 ,420 ,43 ,68 ,"1,129 ",157 ,"4,335 ",
22 ,静岡県,22130,浜松市,"1,001 ",42 ,102 ,"1,145 ","1,003 ",911 ,"1,914 ",822 ,505 ,50 ,0 ,"1,377 ",95 ,"4,531 ",
22 ,静岡県,22203,沼津市,306 ,11 ,22 ,339 ,292 ,246 ,538 ,186 ,136 ,12 ,1 ,335 ,16 ,"1,229 ",
22 ,静岡県,22205,熱海市,2 ,2 ,4 ,8 ,71 ,57 ,128 ,25 ,18 ,2 ,6 ,51 ,11 ,198 ,
22 ,静岡県,22206,三島市,93 ,6 ,3 ,102 ,135 ,131 ,267 ,100 ,54 ,7 ,0 ,161 ,12 ,542 ,
22 ,静岡県,22207,富士宮市,450 ,6 ,33 ,490 ,122 ,152 ,274 ,139 ,97 ,8 ,0 ,244 ,14 ,"1,022 ",
22 ,静岡県,22208,伊東市,5 ,4 ,4 ,13 ,96 ,94 ,191 ,61 ,44 ,4 ,2 ,111 ,13 ,327 ,
22 ,静岡県,22209,島田市,183 ,5 ,9 ,197 ,95 ,102 ,197 ,100 ,77 ,6 ,0 ,184 ,10 ,587 ,
22 ,静岡県,22210,富士市,725 ,14 ,11 ,750 ,301 ,286 ,587 ,265 ,182 ,16 ,11 ,474 ,18 ,"1,829 ",
22 ,静岡県,22211,磐田市,760 ,6 ,11 ,777 ,169 ,183 ,352 ,184 ,111 ,11 ,0 ,305 ,16 ,"1,450 ",
22 ,静岡県,22212,焼津市,318 ,6 ,47 ,371 ,148 ,154 ,302 ,138 ,87 ,9 ,8 ,242 ,7 ,922 ,
22 ,静岡県,22213,掛川市,590 ,6 ,11 ,607 ,126 ,121 ,248 ,128 ,95 ,7 ,0 ,230 ,11 ,"1,096 ",
22 ,静岡県,22214,藤枝市,262 ,6 ,12 ,280 ,151 ,159 ,310 ,143 ,87 ,9 ,0 ,239 ,6 ,835 ,
22 ,静岡県,22215,御殿場市,216 ,3 ,5 ,224 ,124 ,100 ,224 ,93 ,61 ,5 ,0 ,159 ,14 ,621 ,
22 ,静岡県,22216,袋井市,309 ,4 ,5 ,318 ,87 ,94 ,180 ,96 ,70 ,5 ,0 ,171 ,9 ,678 ,
22 ,静岡県,22219,下田市,1 ,1 ,9 ,11 ,40 ,29 ,69 ,20 ,22 ,1 ,1 ,44 ,3 ,127 ,
22 ,静岡県,22220,裾野市,178 ,2 ,8 ,189 ,70 ,58 ,128 ,56 ,33 ,3 ,0 ,92 ,2 ,411 ,
22 ,静岡県,22221,湖西市,851 ,2 ,10 ,862 ,48 ,65 ,113 ,64 ,39 ,4 ,0 ,107 ,0 ,"1,082 ",
22 ,静岡県,22222,伊豆市,7 ,2 ,13 ,22 ,42 ,36 ,78 ,30 ,33 ,2 ,11 ,77 ,2 ,179 ,
22 ,静岡県,22223,御前崎市,65 ,4 ,11 ,80 ,36 ,32 ,68 ,37 ,35 ,2 ,6 ,80 ,5 ,233 ,
22 ,静岡県,22224,菊川市,145 ,1 ,21 ,167 ,40 ,48 ,88 ,52 ,41 ,3 ,0 ,96 ,6 ,358 ,
22 ,静岡県,22225,伊豆の国市,70 ,2 ,6 ,78 ,55 ,57 ,111 ,46 ,35 ,3 ,0 ,84 ,4 ,277 ,
22 ,静岡県,22226,牧之原市,533 ,2 ,4 ,540 ,50 ,45 ,96 ,51 ,58 ,3 ,6 ,117 ,6 ,758 ,
22 ,静岡県,22301,東伊豆町,0 ,1 ,1 ,2 ,19 ,17 ,35 ,11 ,10 ,1 ,0 ,22 ,2 ,62 ,
22 ,静岡県,22302,河津町,1 ,1 ,3 ,4 ,9 ,9 ,18 ,6 ,9 ,0 ,0 ,15 ,1 ,39 ,
22 ,静岡県,22304,南伊豆町,2 ,1 ,3 ,5 ,9 ,10 ,20 ,7 ,10 ,1 ,0 ,18 ,1 ,44 ,
22 ,静岡県,22305,松崎町,0 ,0 ,1 ,1 ,9 ,8 ,17 ,6 ,6 ,0 ,0 ,12 ,1 ,31 ,
22 ,静岡県,22306,西伊豆町,1 ,0 ,3 ,5 ,10 ,10 ,20 ,7 ,6 ,0 ,0 ,14 ,1 ,40 ,
22 ,静岡県,22325,函南町,13 ,2 ,3 ,17 ,33 ,44 ,76 ,36 ,23 ,2 ,0 ,62 ,2 ,158 ,
22 ,静岡県,22341,清水町,52 ,2 ,2 ,56 ,44 ,37 ,82 ,31 ,20 ,2 ,0 ,53 ,0 ,191 ,
22 ,静岡県,22342,長泉町,229 ,2 ,2 ,234 ,52 ,49 ,101 ,39 ,21 ,3 ,0 ,62 ,1 ,398 ,
22 ,静岡県,22344,小山町,73 ,1 ,8 ,82 ,28 ,20 ,48 ,20 ,15 ,1 ,0 ,36 ,3 ,169 ,
22 ,静岡県,22424,吉田町,140 ,2 ,1 ,142 ,29 ,31 ,59 ,31 ,25 ,2 ,0 ,59 ,3 ,263 ,
22 ,静岡県,22429,川根本町,5 ,1 ,2 ,8 ,8 ,8 ,15 ,7 ,10 ,0 ,0 ,18 ,0 ,41 ,
22 ,静岡県,22461,森町,68 ,1 ,2 ,72 ,15 ,18 ,33 ,20 ,17 ,1 ,0 ,38 ,2 ,145 ,
23 ,愛知県,23100,名古屋市,"2,169 ",158 ,22 ,"2,348 ","4,664 ","2,944 ","7,608 ","1,731 ",997 ,143 ,47 ,"2,917 ",229 ,"13,102 ",
23 ,愛知県,23201,豊橋市,914 ,19 ,53 ,987 ,473 ,419 ,891 ,387 ,249 ,23 ,17 ,676 ,58 ,"2,612 ",
23 ,愛知県,23202,岡崎市,"1,695 ",17 ,22 ,"1,734 ",434 ,428 ,862 ,391 ,201 ,24 ,0 ,616 ,46 ,"3,258 ",
23 ,愛知県,23203,一宮市,362 ,15 ,8 ,386 ,417 ,422 ,839 ,355 ,168 ,24 ,0 ,546 ,36 ,"1,807 ",
23 ,愛知県,23204,瀬戸市,298 ,4 ,9 ,311 ,124 ,147 ,271 ,121 ,61 ,8 ,0 ,189 ,17 ,789 ,
23 ,愛知県,23205,半田市,555 ,5 ,9 ,569 ,151 ,136 ,286 ,121 ,69 ,7 ,3 ,200 ,12 ,"1,067 ",
23 ,愛知県,23206,春日井市,506 ,13 ,5 ,524 ,323 ,358 ,682 ,276 ,135 ,19 ,0 ,431 ,21 ,"1,657 ",
23 ,愛知県,23207,豊川市,541 ,7 ,28 ,576 ,193 ,202 ,395 ,189 ,118 ,12 ,17 ,335 ,21 ,"1,327 ",
23 ,愛知県,23208,津島市,75 ,3 ,3 ,81 ,86 ,69 ,155 ,63 ,44 ,4 ,0 ,111 ,9 ,357 ,
23 ,愛知県,23209,碧南市,632 ,4 ,6 ,641 ,73 ,76 ,149 ,76 ,48 ,5 ,3 ,131 ,12 ,934 ,
23 ,愛知県,23210,刈谷市,"1,043 ",7 ,3 ,"1,053 ",236 ,174 ,410 ,155 ,81 ,9 ,3 ,248 ,14 ,"1,726 ",
23 ,愛知県,23211,豊田市,"9,981 ",21 ,53 ,"10,055 ",515 ,475 ,991 ,469 ,263 ,26 ,0 ,759 ,56 ,"11,860 ",
23 ,愛知県,23212,安城市,"1,657 ",6 ,13 ,"1,677 ",222 ,199 ,421 ,190 ,106 ,12 ,0 ,308 ,20 ,"2,427 ",
23 ,愛知県,23213,西尾市,"1,149 ",9 ,20 ,"1,177 ",158 ,171 ,329 ,186 ,135 ,11 ,3 ,334 ,18 ,"1,859 ",
23 ,愛知県,23214,蒲郡市,172 ,3 ,11 ,186 ,90 ,86 ,176 ,78 ,45 ,5 ,17 ,145 ,11 ,519 ,
23 ,愛知県,23215,犬山市,321 ,2 ,2 ,325 ,75 ,82 ,157 ,70 ,36 ,5 ,0 ,110 ,7 ,597 ,
23 ,愛知県,23216,常滑市,126 ,2 ,9 ,137 ,84 ,65 ,149 ,58 ,41 ,4 ,6 ,109 ,8 ,402 ,
23 ,愛知県,23217,江南市,94 ,3 ,6 ,102 ,92 ,108 ,200 ,92 ,37 ,6 ,0 ,135 ,7 ,444 ,
23 ,愛知県,23219,小牧市,959 ,6 ,7 ,972 ,235 ,178 ,413 ,153 ,121 ,9 ,0 ,284 ,12 ,"1,680 ",
23 ,愛知県,23220,稲沢市,523 ,5 ,31 ,559 ,163 ,144 ,307 ,125 ,79 ,8 ,0 ,213 ,11 ,"1,090 ",
23 ,愛知県,23221,新城市,215 ,2 ,13 ,231 ,47 ,46 ,93 ,51 ,52 ,3 ,0 ,106 ,8 ,437 ,
23 ,愛知県,23222,東海市,948 ,11 ,7 ,966 ,131 ,133 ,264 ,114 ,79 ,7 ,47 ,248 ,14 ,"1,491 ",
23 ,愛知県,23223,大府市,824 ,4 ,1 ,829 ,93 ,103 ,196 ,87 ,44 ,6 ,0 ,137 ,8 ,"1,170 ",
23 ,愛知県,23224,知多市,693 ,3 ,2 ,698 ,59 ,94 ,153 ,81 ,36 ,5 ,47 ,169 ,13 ,"1,034 ",
23 ,愛知県,23225,知立市,97 ,2 ,2 ,101 ,65 ,85 ,150 ,69 ,30 ,4 ,0 ,103 ,8 ,362 ,
23 ,愛知県,23226,尾張旭市,79 ,3 ,1 ,83 ,73 ,93 ,166 ,72 ,32 ,5 ,0 ,109 ,10 ,367 ,
23 ,愛知県,23227,高浜市,353 ,1 ,1 ,355 ,34 ,54 ,88 ,48 ,24 ,3 ,3 ,77 ,8 ,528 ,
23 ,愛知県,23228,岩倉市,46 ,1 ,1 ,48 ,51 ,57 ,108 ,39 ,18 ,3 ,0 ,60 ,4 ,220 ,
23 ,愛知県,23229,豊明市,125 ,2 ,2 ,129 ,77 ,79 ,155 ,65 ,29 ,4 ,0 ,98 ,6 ,387 ,
23 ,愛知県,23230,日進市,73 ,3 ,4 ,80 ,98 ,98 ,195 ,85 ,33 ,6 ,0 ,124 ,10 ,409 ,
23 ,愛知県,23231,田原市,"1,160 ",3 ,57 ,"1,220 ",62 ,59 ,121 ,66 ,97 ,4 ,59 ,226 ,7 ,"1,573 ",
23 ,愛知県,23232,愛西市,64 ,3 ,9 ,76 ,46 ,61 ,107 ,60 ,45 ,4 ,0 ,109 ,10 ,302 ,
23 ,愛知県,23233,清須市,178 ,3 ,0 ,182 ,68 ,77 ,145 ,58 ,41 ,4 ,0 ,103 ,0 ,430 ,
23 ,愛知県,23234,北名古屋市,120 ,4 ,1 ,124 ,92 ,96 ,188 ,74 ,52 ,5 ,0 ,131 ,0 ,444 ,
23 ,愛知県,23235,弥富市,151 ,2 ,6 ,159 ,61 ,47 ,109 ,44 ,51 ,3 ,47 ,145 ,7 ,420 ,
23 ,愛知県,23236,みよし市,713 ,2 ,2 ,717 ,71 ,63 ,135 ,65 ,35 ,4 ,0 ,104 ,7 ,962 ,
23 ,愛知県,23237,あま市,99 ,4 ,1 ,104 ,61 ,97 ,158 ,80 ,47 ,6 ,0 ,132 ,8 ,401 ,
23 ,愛知県,23238,長久手市,13 ,2 ,4 ,19 ,87 ,63 ,150 ,51 ,20 ,4 ,0 ,75 ,8 ,252 ,
23 ,愛知県,23302,東郷町,117 ,1 ,2 ,121 ,33 ,46 ,79 ,44 ,21 ,3 ,0 ,67 ,5 ,272 ,
23 ,愛知県,23342,豊山町,105 ,1 ,3 ,108 ,35 ,18 ,53 ,15 ,15 ,1 ,0 ,32 ,0 ,193 ,
23 ,愛知県,23361,大口町,294 ,1 ,3 ,297 ,40 ,25 ,65 ,24 ,15 ,2 ,0 ,41 ,2 ,405 ,
23 ,愛知県,23362,扶桑町,25 ,1 ,3 ,29 ,29 ,37 ,66 ,32 ,12 ,2 ,0 ,46 ,2 ,143 ,
23 ,愛知県,23424,大治町,49 ,1 ,1 ,52 ,19 ,36 ,55 ,29 ,16 ,2 ,0 ,46 ,5 ,158 ,
23 ,愛知県,23425,蟹江町,53 ,2 ,1 ,56 ,36 ,44 ,79 ,34 ,20 ,2 ,0 ,56 ,6 ,197 ,
23 ,愛知県,23427,飛島村,157 ,1 ,2 ,160 ,27 ,5 ,32 ,7 ,30 ,0 ,47 ,85 ,1 ,277 ,
23 ,愛知県,23441,阿久比町,63 ,1 ,2 ,66 ,25 ,28 ,54 ,28 ,15 ,2 ,0 ,45 ,2 ,167 ,
23 ,愛知県,23442,東浦町,114 ,1 ,2 ,117 ,40 ,54 ,94 ,50 ,22 ,3 ,3 ,77 ,4 ,292 ,
23 ,愛知県,23445,南知多町,12 ,1 ,10 ,22 ,24 ,19 ,43 ,18 ,23 ,1 ,10 ,52 ,5 ,122 ,
23 ,愛知県,23446,美浜町,33 ,1 ,4 ,37 ,32 ,23 ,55 ,22 ,23 ,1 ,4 ,50 ,4 ,147 ,
23 ,愛知県,23447,武豊町,186 ,1 ,4 ,191 ,33 ,48 ,81 ,42 ,25 ,3 ,3 ,72 ,6 ,350 ,
23 ,愛知県,23501,幸田町,595 ,1 ,3 ,600 ,30 ,42 ,72 ,41 ,22 ,3 ,0 ,66 ,0 ,738 ,
23 ,愛知県,23561,設楽町,3 ,1 ,8 ,11 ,7 ,6 ,12 ,5 ,9 ,0 ,0 ,15 ,1 ,38 ,
23 ,愛知県,23562,東栄町,1 ,0 ,5 ,6 ,4 ,4 ,8 ,3 ,5 ,0 ,0 ,8 ,0 ,22 ,
23 ,愛知県,23563,豊根村,0 ,0 ,3 ,4 ,2 ,1 ,3 ,1 ,3 ,0 ,0 ,4 ,0 ,11 ,
24 ,三重県,24201,津市,942 ,16 ,56 ,"1,014 ",427 ,366 ,793 ,295 ,208 ,17 ,4 ,525 ,37 ,"2,369 ",
24 ,三重県,24202,四日市市,"3,152 ",26 ,16 ,"3,194 ",458 ,404 ,863 ,321 ,232 ,19 ,43 ,614 ,40 ,"4,710 ",
24 ,三重県,24203,伊勢市,288 ,8 ,10 ,305 ,184 ,160 ,345 ,131 ,84 ,8 ,0 ,223 ,13 ,886 ,
24 ,三重県,24204,松阪市,464 ,10 ,30 ,504 ,221 ,213 ,434 ,177 ,140 ,10 ,4 ,331 ,20 ,"1,290 ",
24 ,三重県,24205,桑名市,464 ,7 ,5 ,477 ,183 ,172 ,355 ,136 ,75 ,9 ,0 ,219 ,9 ,"1,060 ",
24 ,三重県,24207,鈴鹿市,"1,536 ",9 ,26 ,"1,571 ",227 ,251 ,478 ,219 ,136 ,12 ,0 ,368 ,19 ,"2,436 ",
24 ,三重県,24208,名張市,330 ,2 ,6 ,338 ,81 ,100 ,181 ,76 ,38 ,5 ,0 ,119 ,10 ,648 ,
24 ,三重県,24209,尾鷲市,31 ,1 ,20 ,53 ,28 ,27 ,55 ,17 ,16 ,1 ,2 ,36 ,2 ,145 ,
24 ,三重県,24210,亀山市,"1,095 ",2 ,5 ,"1,102 ",50 ,62 ,113 ,55 ,48 ,3 ,0 ,107 ,6 ,"1,327 ",
24 ,三重県,24211,鳥羽市,12 ,1 ,4 ,17 ,36 ,24 ,60 ,18 ,17 ,1 ,54 ,91 ,3 ,171 ,
24 ,三重県,24212,熊野市,7 ,1 ,9 ,17 ,25 ,26 ,51 ,16 ,18 ,1 ,0 ,34 ,1 ,103 ,
24 ,三重県,24214,いなべ市,"1,970 ",3 ,11 ,"1,983 ",44 ,54 ,97 ,53 ,52 ,3 ,0 ,107 ,4 ,"2,192 ",
24 ,三重県,24215,志摩市,17 ,3 ,12 ,32 ,67 ,66 ,133 ,51 ,47 ,3 ,3 ,104 ,7 ,276 ,
24 ,三重県,24216,伊賀市,906 ,4 ,30 ,940 ,121 ,117 ,238 ,99 ,98 ,6 ,0 ,202 ,1 ,"1,382 ",
24 ,三重県,24303,木曽岬町,52 ,1 ,4 ,57 ,6 ,7 ,14 ,7 ,8 ,0 ,0 ,15 ,1 ,86 ,
24 ,三重県,24324,東員町,196 ,1 ,2 ,199 ,24 ,28 ,53 ,27 ,16 ,2 ,0 ,44 ,2 ,297 ,
24 ,三重県,24341,菰野町,197 ,2 ,5 ,205 ,40 ,48 ,88 ,45 ,43 ,3 ,0 ,90 ,2 ,386 ,
24 ,三重県,24343,朝日町,75 ,0 ,0 ,75 ,8 ,12 ,20 ,10 ,4 ,1 ,0 ,14 ,0 ,109 ,
24 ,三重県,24344,川越町,81 ,1 ,0 ,83 ,21 ,20 ,41 ,15 ,16 ,1 ,43 ,75 ,0 ,199 ,
24 ,三重県,24441,多気町,160 ,1 ,4 ,165 ,14 ,17 ,30 ,18 ,19 ,1 ,0 ,38 ,2 ,235 ,
24 ,三重県,24442,明和町,28 ,1 ,2 ,31 ,23 ,26 ,49 ,25 ,21 ,1 ,0 ,47 ,2 ,129 ,
24 ,三重県,24443,大台町,8 ,1 ,6 ,14 ,11 ,12 ,23 ,10 ,12 ,1 ,0 ,22 ,0 ,60 ,
24 ,三重県,24461,玉城町,148 ,1 ,2 ,152 ,13 ,17 ,30 ,17 ,15 ,1 ,0 ,33 ,2 ,216 ,
24 ,三重県,24470,度会町,5 ,1 ,3 ,9 ,6 ,9 ,15 ,9 ,12 ,1 ,0 ,22 ,1 ,46 ,
24 ,三重県,24471,大紀町,12 ,1 ,8 ,21 ,8 ,12 ,20 ,9 ,10 ,1 ,0 ,19 ,0 ,60 ,
24 ,三重県,24472,南伊勢町,2 ,1 ,20 ,23 ,13 ,17 ,30 ,12 ,14 ,1 ,4 ,31 ,1 ,85 ,
24 ,三重県,24543,紀北町,20 ,1 ,10 ,31 ,18 ,23 ,42 ,16 ,17 ,1 ,1 ,34 ,0 ,107 ,
24 ,三重県,24561,御浜町,7 ,1 ,7 ,15 ,10 ,12 ,22 ,8 ,13 ,1 ,0 ,21 ,0 ,58 ,
24 ,三重県,24562,紀宝町,50 ,1 ,3 ,54 ,7 ,15 ,22 ,11 ,11 ,1 ,1 ,24 ,0 ,100 ,
25 ,滋賀県,25201,大津市,154 ,11 ,9 ,174 ,342 ,368 ,710 ,258 ,128 ,21 ,12 ,419 ,47 ,"1,350 ",
25 ,滋賀県,25202,彦根市,279 ,5 ,11 ,295 ,127 ,118 ,245 ,113 ,65 ,7 ,1 ,185 ,15 ,740 ,
25 ,滋賀県,25203,長浜市,233 ,6 ,20 ,259 ,123 ,113 ,236 ,123 ,103 ,7 ,4 ,238 ,19 ,752 ,
25 ,滋賀県,25204,近江八幡市,99 ,3 ,19 ,120 ,80 ,83 ,163 ,79 ,52 ,5 ,0 ,136 ,14 ,434 ,
25 ,滋賀県,25206,草津市,245 ,6 ,10 ,261 ,170 ,145 ,315 ,104 ,55 ,8 ,0 ,167 ,17 ,761 ,
25 ,滋賀県,25207,守山市,106 ,3 ,4 ,112 ,70 ,80 ,150 ,73 ,40 ,5 ,0 ,119 ,9 ,390 ,
25 ,滋賀県,25208,栗東市,184 ,4 ,9 ,197 ,76 ,70 ,146 ,69 ,48 ,4 ,0 ,121 ,7 ,471 ,
25 ,滋賀県,25209,甲賀市,401 ,4 ,21 ,426 ,88 ,88 ,176 ,98 ,79 ,6 ,0 ,183 ,11 ,797 ,
25 ,滋賀県,25210,野洲市,152 ,2 ,5 ,159 ,46 ,50 ,96 ,48 ,34 ,3 ,0 ,85 ,10 ,350 ,
25 ,滋賀県,25211,湖南市,207 ,2 ,9 ,218 ,48 ,59 ,107 ,60 ,38 ,3 ,0 ,101 ,7 ,433 ,
25 ,滋賀県,25212,高島市,45 ,3 ,10 ,58 ,47 ,50 ,97 ,48 ,54 ,3 ,0 ,105 ,10 ,270 ,
25 ,滋賀県,25213,東近江市,265 ,5 ,24 ,294 ,94 ,110 ,204 ,121 ,101 ,7 ,0 ,229 ,21 ,748 ,
25 ,滋賀県,25214,米原市,207 ,2 ,12 ,220 ,31 ,36 ,66 ,42 ,35 ,2 ,0 ,79 ,6 ,371 ,
25 ,滋賀県,25383,日野町,139 ,1 ,4 ,144 ,20 ,20 ,40 ,25 ,23 ,1 ,0 ,49 ,4 ,238 ,
25 ,滋賀県,25384,竜王町,289 ,1 ,5 ,296 ,14 ,11 ,25 ,14 ,15 ,1 ,0 ,30 ,3 ,353 ,
25 ,滋賀県,25425,愛荘町,71 ,1 ,2 ,74 ,16 ,20 ,35 ,23 ,21 ,1 ,0 ,46 ,0 ,155 ,
25 ,滋賀県,25441,豊郷町,6 ,0 ,2 ,8 ,8 ,7 ,15 ,8 ,8 ,0 ,0 ,16 ,0 ,39 ,
25 ,滋賀県,25442,甲良町,20 ,1 ,1 ,22 ,5 ,6 ,11 ,8 ,9 ,0 ,0 ,18 ,0 ,51 ,
25 ,滋賀県,25443,多賀町,89 ,0 ,3 ,92 ,10 ,7 ,17 ,8 ,9 ,0 ,0 ,17 ,0 ,126 ,
26 ,京都府,26100,京都市,"1,020 ",54 ,40 ,"1,114 ","2,073 ","1,555 ","3,628 ",755 ,538 ,87 ,0 ,"1,380 ",156 ,"6,279 ",
26 ,京都府,26201,福知山市,130 ,6 ,11 ,147 ,100 ,78 ,178 ,79 ,75 ,5 ,0 ,159 ,6 ,490 ,
26 ,京都府,26202,舞鶴市,76 ,5 ,11 ,91 ,92 ,87 ,180 ,81 ,64 ,5 ,40 ,190 ,7 ,468 ,
26 ,京都府,26203,綾部市,61 ,2 ,9 ,71 ,33 ,34 ,67 ,32 ,34 ,2 ,0 ,69 ,0 ,206 ,
26 ,京都府,26204,宇治市,284 ,5 ,9 ,298 ,156 ,182 ,338 ,123 ,59 ,12 ,0 ,194 ,22 ,852 ,
26 ,京都府,26205,宮津市,5 ,2 ,6 ,12 ,26 ,18 ,44 ,17 ,19 ,1 ,0 ,37 ,3 ,96 ,
26 ,京都府,26206,亀岡市,54 ,3 ,12 ,69 ,72 ,85 ,157 ,77 ,61 ,5 ,0 ,144 ,9 ,379 ,
26 ,京都府,26207,城陽市,40 ,2 ,2 ,44 ,58 ,75 ,133 ,54 ,28 ,5 ,0 ,86 ,10 ,274 ,
26 ,京都府,26208,向日市,14 ,1 ,0 ,15 ,39 ,55 ,94 ,32 ,16 ,4 ,0 ,52 ,8 ,169 ,
26 ,京都府,26209,長岡京市,131 ,2 ,0 ,134 ,75 ,78 ,154 ,46 ,22 ,5 ,0 ,73 ,11 ,371 ,
26 ,京都府,26210,八幡市,64 ,2 ,1 ,67 ,57 ,72 ,129 ,52 ,49 ,4 ,0 ,105 ,10 ,310 ,
26 ,京都府,26211,京田辺市,96 ,2 ,0 ,98 ,63 ,64 ,128 ,51 ,31 ,4 ,0 ,86 ,9 ,322 ,
26 ,京都府,26212,京丹後市,30 ,3 ,17 ,50 ,55 ,49 ,104 ,54 ,56 ,3 ,0 ,113 ,7 ,275 ,
26 ,京都府,26213,南丹市,70 ,2 ,10 ,82 ,33 ,31 ,64 ,29 ,36 ,2 ,0 ,67 ,0 ,213 ,
26 ,京都府,26214,木津川市,18 ,2 ,1 ,21 ,48 ,67 ,116 ,60 ,33 ,5 ,0 ,98 ,12 ,246 ,
26 ,京都府,26303,大山崎町,56 ,0 ,0 ,56 ,9 ,15 ,24 ,10 ,4 ,1 ,0 ,15 ,2 ,98 ,
26 ,京都府,26322,久御山町,100 ,2 ,5 ,106 ,48 ,15 ,63 ,19 ,36 ,1 ,0 ,56 ,3 ,228 ,
26 ,京都府,26343,井手町,10 ,1 ,1 ,11 ,11 ,7 ,19 ,7 ,9 ,0 ,0 ,16 ,1 ,48 ,
26 ,京都府,26344,宇治田原町,35 ,0 ,1 ,37 ,8 ,8 ,16 ,10 ,10 ,1 ,0 ,20 ,1 ,74 ,
26 ,京都府,26364,笠置町,0 ,0 ,0 ,1 ,1 ,1 ,3 ,1 ,2 ,0 ,0 ,3 ,0 ,6 ,
26 ,京都府,26365,和束町,1 ,0 ,0 ,1 ,2 ,4 ,6 ,4 ,9 ,0 ,0 ,13 ,0 ,20 ,
26 ,京都府,26366,精華町,19 ,1 ,1 ,21 ,29 ,33 ,62 ,28 ,13 ,2 ,0 ,44 ,7 ,133 ,
26 ,京都府,26367,南山城村,0 ,0 ,1 ,1 ,2 ,3 ,5 ,3 ,5 ,0 ,0 ,8 ,0 ,14 ,
26 ,京都府,26407,京丹波町,21 ,1 ,10 ,32 ,12 ,14 ,25 ,15 ,21 ,1 ,0 ,36 ,0 ,94 ,
26 ,京都府,26463,伊根町,0 ,0 ,2 ,2 ,2 ,2 ,4 ,2 ,2 ,0 ,0 ,4 ,0 ,10 ,
26 ,京都府,26465,与謝野町,9 ,1 ,3 ,14 ,18 ,20 ,38 ,21 ,16 ,1 ,0 ,39 ,0 ,91 ,
27 ,大阪府,27100,大阪市,"2,079 ",183 ,43 ,"2,305 ","5,915 ","2,957 ","8,873 ","1,012 ","1,027 ",169 ,219 ,"2,427 ",411 ,"14,016 ",
27 ,大阪府,27140,堺市,"2,023 ",29 ,14 ,"2,066 ",759 ,773 ,"1,531 ",520 ,368 ,52 ,62 ,"1,002 ",113 ,"4,712 ",
27 ,大阪府,27202,岸和田市,141 ,6 ,8 ,154 ,166 ,173 ,339 ,139 ,107 ,12 ,3 ,262 ,43 ,798 ,
27 ,大阪府,27203,豊中市,182 ,10 ,4 ,196 ,353 ,378 ,731 ,190 ,101 ,25 ,0 ,316 ,37 ,"1,280 ",
27 ,大阪府,27204,池田市,472 ,2 ,5 ,479 ,93 ,95 ,188 ,55 ,28 ,6 ,0 ,90 ,18 ,775 ,
27 ,大阪府,27205,吹田市,155 ,12 ,3 ,170 ,400 ,340 ,741 ,173 ,82 ,23 ,0 ,277 ,62 ,"1,251 ",
27 ,大阪府,27206,泉大津市,88 ,2 ,1 ,90 ,75 ,68 ,142 ,47 ,35 ,5 ,62 ,149 ,12 ,393 ,
27 ,大阪府,27207,高槻市,255 ,8 ,6 ,269 ,279 ,316 ,595 ,180 ,94 ,22 ,0 ,296 ,63 ,"1,223 ",
27 ,大阪府,27208,貝塚市,148 ,2 ,1 ,151 ,70 ,74 ,145 ,66 ,48 ,5 ,3 ,123 ,23 ,442 ,
